title,source_name,url,published_at,sentiment_score
CBS News analysis: DOGE says it's cutting costs but claims are exaggerated,CBS News,https://www.cbsnews.com/news/doge-claims-slashing-costs-cbs-news-analysis/,2025-08-04 22:43:34+00:00,-0.4782574474811554
Dogecoin Recovers Above 20 Cents: Where Is DOGE Headed Next?,Biztoc.com,https://biztoc.com/x/1b575d847349bea4,2025-08-04 17:04:39+00:00,0.8523808121681213
Should You Buy Dogecoin While It's Under $1?,Biztoc.com,https://biztoc.com/x/c7039fe88f583ad2,2025-08-04 13:20:32+00:00,0.0
Should You Buy Dogecoin While It's Under $1?,Yahoo Entertainment,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_e87f3be7-5490-47dc-acfb-307820016123,2025-08-04 12:45:00+00:00,0.0
"Dogecoin Just Hit A Prime Risk-Reward Entry, Says Analyst",newsBTC,http://www.newsbtc.com/news/dogecoin/dogecoin-just-hit-a-prime-risk-reward-entry/,2025-08-04 07:30:16+00:00,0.0
DOGE develops innovative AI tool to eliminate unnecessary federal regulations,Freerepublic.com,https://freerepublic.com/focus/f-news/4332499/posts,2025-08-04 01:44:18+00:00,0.0
1 Reason to Buy Dogecoin (DOGE),Biztoc.com,https://biztoc.com/x/0e310d7b6881162b,2025-08-03 19:31:19+00:00,0.0
"Dogecoin Developers Propose Zero-Knowledge Upgrade; Can DOGE Compete With SOL or BNB, What About RTX?",Cryptopolitan,https://partner.cryptopolitan.com/dogecoin-developers-propose-zero-knowledge-upgrade-can-doge-compete-with-sol-or-bnb-what-about-rtx/,2025-08-03 14:29:00+00:00,0.6014198064804077
Florida DOGE starts hunt for wasteful spending. Will it brandish a machete or wield a pencil?,Sun Sentinel,https://www.sun-sentinel.com/2025/08/02/florida-doge-starts-hunt-for-wasteful-spending-will-it-brandish-a-machete-or-wield-a-pencil/,2025-08-02 22:45:00+00:00,0.0
Dogecoin Price: This Cheaper Crypto at $0.035 Will Leave DOGE in the Dust and Hit $1 First,Cryptopolitan,https://partner.cryptopolitan.com/dogecoin-price-this-cheaper-crypto-at-0-035-will-leave-doge-in-the-dust-and-hit-1-first/,2025-08-02 17:30:00+00:00,0.0
Historical Data Predicts Dogecoin Price Crash In August — But There’s A Silver Lining,newsBTC,http://www.newsbtc.com/news/dogecoin/historical-data-dogecoin-price/,2025-08-02 10:00:21+00:00,-0.503801167011261
Dogecoin – Analyzing why DOGE traders should watch $0.196 next,Ambcrypto.com,https://ambcrypto.com/dogecoin-analyzing-why-doge-traders-should-watch-0-196-next/,2025-08-02 08:00:35+00:00,-0.9379839301109314
Dogecoin (DOGE) Bulls Push for 2x Rally as New Coin Under $0.04 Emerges as the Top Crypto to Buy in August,Cryptopolitan,https://partner.cryptopolitan.com/dogecoin-doge-bulls-push-for-2x-rally-as-new-coin-under-0-04-emerges-as-the-top-crypto-to-buy-in-august/,2025-08-01 18:30:00+00:00,0.7254657745361328
DOGE blows $21.7 billion paying people to do nothing — even scientists are checking park tickets,The Times of India,https://economictimes.indiatimes.com/news/international/us/doge-21-7-billion-waste-how-much-money-did-doge-waste-senate-report-on-doge-department-2025-doge-blows-21-7-billion-paying-people-to-do-nothing-even-scientists-are-checking-park-tickets/articleshow/123047192.cms,2025-08-01 16:23:30+00:00,-0.7178845405578613
